lat,lon,NDVI_mean,cloud_cover_land,temperature_2m,relativehumidity_2m,windspeed_10m,scene_id_LC08_L2SP_142051_20220203_20220212_02_T1,scene_id_LC08_L2SP_142051_20220526_20220602_02_T1,scene_id_LC09_L2SP_142051_20220110_20230502_02_T1,scene_id_LC09_L2SP_142051_20220331_20230423_02_T1,scene_id_LC09_L2SP_142051_20220502_20230418_02_T1,scene_id_LC09_L2SP_142051_20220603_20230414_02_T1,scene_id_LC09_L2SP_142051_20220822_20230401_02_T1,scene_id_LC09_L2SP_142051_20220923_20230328_02_T1,scene_id_LC09_L2SP_142051_20221025_20230324_02_T1,scene_id_LC09_L2SP_142051_20221228_20230316_02_T1,image_id,label_class,lst
1.0928147275990341e-11,0.7777777777258166,0.6509829706697667,1.0,0.1882470119521913,0.6040540540540542,0.08043554618897092,False,False,True,False,False,False,False,False,False,False,tile_r0_c7_2022-01-10,0,28.26667142576239
1.2086331935279304e-11,0.8888888888329802,0.5191746517531716,0.0,0.6718127490039842,0.567567567567568,0.47137337548296476,False,False,False,True,False,False,False,False,False,False,tile_r0_c8_2022-03-31,0,28.31349115345268
1.2086331935279304e-11,0.8888888888329802,0.7445088588404041,0.008794619762027936,0.2539840637450199,0.28648648648648667,0.057780119423955056,False,False,False,False,False,False,False,False,True,False,tile_r0_c8_2022-10-25,1,30.139730461660484
1.2086331935279304e-11,0.8888888888329802,0.5456411153413361,0.03259182617692705,0.7833665338645419,0.3378378378378377,0.2557077625570776,False,True,False,False,False,False,False,False,False,False,tile_r0_c8_2022-05-26,0,29.050852481918856
1.2086331935279304e-11,0.8888888888329802,0.593300757365844,0.058975685463010866,0.64691235059761,0.3013513513513515,0.1492799438004918,False,False,False,False,False,False,False,True,False,False,tile_r0_c8_2022-09-23,1,31.1813784420119
1.2086331935279304e-11,0.8888888888329802,0.5030951872129519,0.06104500775995861,0.8874501992031871,0.21216216216216255,0.2996136283807517,False,False,False,False,False,True,False,False,False,False,tile_r0_c8_2022-06-03,1,34.24475785315571
1.2086331935279304e-11,0.8888888888329802,0.3102793967291914,0.2224521469218831,0.5527888446215137,0.5527027027027027,0.22936424306287317,False,False,False,False,False,False,True,False,False,False,tile_r0_c8_2022-08-22,1,33.18655124233335
1.2086331935279304e-11,0.8888888888329802,0.7161979978594001,0.8494568028970512,0.10009960159362574,0.4445945945945948,0.1726378644186864,True,False,False,False,False,False,False,False,False,False,tile_r0_c8_2022-02-03,0,26.45755535207475
1.2086331935279304e-11,0.8888888888329802,0.48992686565642085,0.9311950336264873,0.12649402390438258,0.9270270270270271,0.028977871443624903,False,False,False,False,False,False,False,False,False,True,tile_r0_c8_2022-12-28,0,26.395985865372445
1.2086331935279304e-11,0.8888888888329802,0.5593946175481084,1.0,0.1882470119521913,0.6040540540540542,0.08043554618897092,False,False,True,False,False,False,False,False,False,False,tile_r0_c8_2022-01-10,0,27.932901094030235
1.5702994460298214e-12,0.9999999999586748,0.5146216430341137,0.0,0.492529880478088,0.939189189189189,1.0,False,False,False,True,False,False,False,False,False,False,tile_r0_c9_2022-03-31,0,28.254292509356222
